  Index  Text                                                                                                                                                                        Tokens            S1         S2         Delta
   7030  I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types.                                        't         0.962495   0.964538   -0.00204331
   7824  Is holding not a rule anymore?                                                                                                                                              why        0.916162   0.918215   -0.00205314
   4496  #phillhughes #63  #out we will miss u always respect for u http://t.co/1bJQAKjyxl                                                                                           the        0.926351   0.928406   -0.00205505
   3357  480 W crawling at 7:30 am. Great start to Thursday. #CLEtraffic #cleveland #traffic                                                                                         lectures   0.0485418  0.0506012  -0.00205937
   3361  480 W crawling at 7:30 am. Great start to Thursday. #CLEtraffic #cleveland #traffic                                                                                         lectures   0.0485418  0.0506012  -0.00205937
   8375  #Palestinian #Authority -- #Abbas #trades #stalemate for #confrontation in #ICC #move. http://t.co/rDKOFf0s39 via @reuters                                                  ay         0.836688   0.838752   -0.00206399
   8391  #Palestinian #Authority -- #Abbas #trades #stalemate for #confrontation in #ICC #move. http://t.co/rDKOFf0s39 via @reuters                                                  ay         0.836688   0.838752   -0.00206399
   5660  @UoCDisSupp @DuchenneNow @ActionDuchenne @Duchenne_Heroes I'm off to visit great-nephew very ill, only 20  fair                                                             9          0.977764   0.979832   -0.00206792
   6751  Tomorrow's afternoon #NFL sked in #PanamaCity area: WECP 12p #KCvsPIT, 3:25p #INDvsDAL; WPGX 12p #ATLvsNO.                                                                  old        0.958695   0.96077    -0.00207525
   7009  I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types.                                        ont        0.962495   0.964576   -0.00208092
   5650  @UoCDisSupp @DuchenneNow @ActionDuchenne @Duchenne_Heroes I'm off to visit great-nephew very ill, only 20  fair                                                             't         0.977764   0.979848   -0.00208455
   5734  #Fears #for #female #Saudi #activist as #detention for #driving a #car is #extended http://t.co/kXKPawBJx1 via @guardian                                                    Well       0.780365   0.782457   -0.00209224
   6791  Tomorrow's afternoon #NFL sked in #PanamaCity area: WECP 12p #KCvsPIT, 3:25p #INDvsDAL; WPGX 12p #ATLvsNO.                                                                  It         0.958695   0.960798   -0.00210291
   6799  Tomorrow's afternoon #NFL sked in #PanamaCity area: WECP 12p #KCvsPIT, 3:25p #INDvsDAL; WPGX 12p #ATLvsNO.                                                                  It         0.958695   0.960798   -0.00210291
   1913  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        rewarding  0.9489     0.951008   -0.00210804
   1825  somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka                                   nothing    0.957127   0.959244   -0.00211704
   1233  Just watched the last ever one tree hill. I'm an emotional wreck and it's not even 9 o'clock                                                                                Isn        0.920399   0.92252    -0.00212151
   4613  I now have ZERO resect for DeMarcus Cousins.                                                                                                                                user       0.955      0.957122   -0.00212187
   4623  I now have ZERO resect for DeMarcus Cousins.                                                                                                                                user       0.955      0.957122   -0.00212187
   4633  I now have ZERO resect for DeMarcus Cousins.                                                                                                                                user       0.955      0.957122   -0.00212187
   4660  I now have ZERO resect for DeMarcus Cousins.                                                                                                                                user       0.955      0.957122   -0.00212187
   4665  I now have ZERO resect for DeMarcus Cousins.                                                                                                                                user       0.955      0.957122   -0.00212187
   8460  #Palestinian #Authority -- #Abbas #trades #stalemate for #confrontation in #ICC #move. http://t.co/rDKOFf0s39 via @reuters                                                  's         0.836688   0.838814   -0.00212532
   7493  I liked a @YouTube video http://t.co/Jzuvo7lsxW NEW Chocolate Bar Palette Review | Semi Sweet vs. Original                                                                  like       0.93992    0.942087   -0.00216705
   2427  #Big #match #verdict: Tottenham's #Chelsea #loss #was  #another #dark #night #at #the ...: There was no end to... http://t.co/ozmBpRPR95                                    old        0.91117    0.913337   -0.00216752
   6753  Tomorrow's afternoon #NFL sked in #PanamaCity area: WECP 12p #KCvsPIT, 3:25p #INDvsDAL; WPGX 12p #ATLvsNO.                                                                  Isn        0.958695   0.960865   -0.00217003
   5811  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              ate        0.887914   0.890096   -0.00218207
   5438  Officer #Jenny is  a single www.MonsterMMORPG. com #entity. cestas follow @MonsterMMORPG #dancing                                                                           Right      0.908387   0.91057    -0.00218296
   2947  Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs                                   ay         0.914864   0.917055   -0.00219035
   2963  Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs                                   ay         0.914864   0.917055   -0.00219035
   8833  Count Pushkin to End this fvckin night smh                                                                                                                                  Y          0.948092   0.950299   -0.0022068
   4675  I now have ZERO resect for DeMarcus Cousins.                                                                                                                                It         0.955      0.957232   -0.00223231
   4683  I now have ZERO resect for DeMarcus Cousins.                                                                                                                                It         0.955      0.957232   -0.00223231
   5942  @restlessduncan @SR_Duncan I accept him the way he is...                                                                                                                    d          0.913045   0.915286   -0.00224143
   1759  somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka                                   @          0.957127   0.959378   -0.00225121
   1772  somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka                                   @          0.957127   0.959378   -0.00225121
   1805  somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka                                   @          0.957127   0.959378   -0.00225121
    463  Alright who was dreaming about me last night because I could not for the life of me fall asleep http://t.co/AqyWHaBsjA                                                      ay         0.900938   0.903206   -0.00226802
    479  Alright who was dreaming about me last night because I could not for the life of me fall asleep http://t.co/AqyWHaBsjA                                                      ay         0.900938   0.903206   -0.00226802
   5281  Can't get over this very British weather! Remember to check under you cars and wheels for any small animals, they like to hide under cars :cat_face::dog_face:              Isn        0.939593   0.941862   -0.00226903
   1025  Gah! Desperately trying to bust this cold!                                                                                                                                  user       0.966246   0.968523   -0.00227642
   1035  Gah! Desperately trying to bust this cold!                                                                                                                                  user       0.966246   0.968523   -0.00227642
   1045  Gah! Desperately trying to bust this cold!                                                                                                                                  user       0.966246   0.968523   -0.00227642
   1072  Gah! Desperately trying to bust this cold!                                                                                                                                  user       0.966246   0.968523   -0.00227642
   1077  Gah! Desperately trying to bust this cold!                                                                                                                                  user       0.966246   0.968523   -0.00227642
   8005  @LadySandersfarm: @intreeg_me It did get yo lazy butt outta bed, didn't it now. Thanks for proving my point!                                                                Y          0.678158   0.68045    -0.00229222
   6733  Tomorrow's afternoon #NFL sked in #PanamaCity area: WECP 12p #KCvsPIT, 3:25p #INDvsDAL; WPGX 12p #ATLvsNO.                                                                  ont        0.958695   0.960995   -0.00229985
   5523  Will #NASA go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion http://t.co/eWPJLc4ZSS                                          ay         0.849414   0.85172    -0.00230616
   5539  Will #NASA go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion http://t.co/eWPJLc4ZSS                                          ay         0.849414   0.85172    -0.00230616
   2952  Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs                                   eye        0.914864   0.917176   -0.00231147
   1909  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        wow        0.9489     0.951225   -0.00232536
   1828  somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka                                   the        0.957127   0.959455   -0.00232786
   1857  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        ont        0.9489     0.951231   -0.00233102
   1268  Just watched the last ever one tree hill. I'm an emotional wreck and it's not even 9 o'clock                                                                                scores     0.920399   0.922736   -0.0023371
   5813  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              ont        0.887914   0.890259   -0.00234473
    398  @seanmendes69 on stage at #flzjingleball at the @amaliearena in #Tampa #iheartradio http://t.co/zcptj6S5qn                                                                  Well       0.953677   0.956045   -0.00236779
   4693  Uhhh can't sleep someone like n I'll text u my phones dry ass fuck fr #am  #a #boring#person                                                                                Y          0.905874   0.908244   -0.00236988
   8644  How to know when he really loves you. #tmi #imsorry #chickfila http://t.co/ghhfbkyW5V                                                                                       's         0.908069   0.910441   -0.00237179
   5862  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              from       0.887914   0.89029    -0.00237578
    239  Are you excited for the new #Blackberry #Classic #smartphone? Check out this article by @engadget: http://t.co/k4FId6DpR4                                                   listen     0.944361   0.946742   -0.00238162
   1785  somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka                                   Isn        0.957127   0.95951    -0.00238347
   1027  Gah! Desperately trying to bust this cold!                                                                                                                                  ate        0.966246   0.968652   -0.00240552
   4653  I now have ZERO resect for DeMarcus Cousins.                                                                                                                                pm         0.955      0.957415   -0.00241512
   8835  Count Pushkin to End this fvckin night smh                                                                                                                                  ay         0.948092   0.950508   -0.00241613
   8851  Count Pushkin to End this fvckin night smh                                                                                                                                  ay         0.948092   0.950508   -0.00241613
    865  @iamgiant would wear this #proudly... size #NZ hahaha                                                                                                                       Isn        0.942318   0.944752   -0.00243372
   1209  Just watched the last ever one tree hill. I'm an emotional wreck and it's not even 9 o'clock                                                                                user       0.920399   0.922836   -0.00243777
   1219  Just watched the last ever one tree hill. I'm an emotional wreck and it's not even 9 o'clock                                                                                user       0.920399   0.922836   -0.00243777
   1229  Just watched the last ever one tree hill. I'm an emotional wreck and it's not even 9 o'clock                                                                                user       0.920399   0.922836   -0.00243777
   1256  Just watched the last ever one tree hill. I'm an emotional wreck and it's not even 9 o'clock                                                                                user       0.920399   0.922836   -0.00243777
   1261  Just watched the last ever one tree hill. I'm an emotional wreck and it's not even 9 o'clock                                                                                user       0.920399   0.922836   -0.00243777
   7453  I liked a @YouTube video http://t.co/Jzuvo7lsxW NEW Chocolate Bar Palette Review | Semi Sweet vs. Original                                                                  Y          0.93992    0.942363   -0.00244319
   2059  @Ego_Gets_Dollas @DBrooks55 Kick Raiola out of the league. #Scumbag #RepeatOffender #OneGameIsNotEnough                                                                     old        0.925311   0.927768   -0.00245786
   3755  Caribbean girls anthem Caribbean Girls by Stainless MOB now in stores online http://t.co/gSMHCTKPvV #IYON #Dancehall                                                        It         0.927958   0.930436   -0.00247848
   3763  Caribbean girls anthem Caribbean Girls by Stainless MOB now in stores online http://t.co/gSMHCTKPvV #IYON #Dancehall                                                        It         0.927958   0.930436   -0.00247848
   5821  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              staff      0.887914   0.890394   -0.00247997
   5665  @UoCDisSupp @DuchenneNow @ActionDuchenne @Duchenne_Heroes I'm off to visit great-nephew very ill, only 20  fair                                                             pm         0.977764   0.980247   -0.00248319
   1870  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        Well       0.9489     0.951388   -0.00248867
   1056  Gah! Desperately trying to bust this cold!                                                                                                                                  getting    0.966246   0.968736   -0.00248909
   5883  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              blood      0.887914   0.890412   -0.00249779
   1893  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        pm         0.9489     0.951402   -0.00250286
   8688  Tribute to a brave elephant simply defending his family. http://t.co/Mo74x8M5kA                                                                                             to         0.904239   0.906745   -0.0025062
   8710  Tribute to a brave elephant simply defending his family. http://t.co/Mo74x8M5kA                                                                                             to         0.904239   0.906745   -0.0025062
   8712  Tribute to a brave elephant simply defending his family. http://t.co/Mo74x8M5kA                                                                                             to         0.904239   0.906745   -0.0025062
   8733  Tribute to a brave elephant simply defending his family. http://t.co/Mo74x8M5kA                                                                                             to         0.904239   0.906745   -0.0025062
   3286  That was a very rememberable new years kiss :face_with_tears_of_joy::kiss_mark::heavy_black_heart:️ #lovemyrelationship                                                      from       0.823819   0.826333   -0.00251424
   5870  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              reduced    0.887914   0.890443   -0.00252879
   6804  Tomorrow's afternoon #NFL sked in #PanamaCity area: WECP 12p #KCvsPIT, 3:25p #INDvsDAL; WPGX 12p #ATLvsNO.                                                                  's         0.958695   0.961246   -0.00255108
   2983  Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs                                   feel       0.914864   0.917418   -0.00255382
   1773  somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka                                   staff      0.957127   0.959682   -0.00255531
   5804  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              eye        0.887914   0.890476   -0.00256211
   7499  I liked a @YouTube video http://t.co/Jzuvo7lsxW NEW Chocolate Bar Palette Review | Semi Sweet vs. Original                                                                  G          0.93992    0.942526   -0.00260639
   9033  @JackShiite @BigDaveTsv @MjrElvisNewton You're arguments are obviously very impacted by the fact this family were TSI in appearance.                                        ont        0.885148   0.887763   -0.00261533
   4123  then there's this @HotNostrilsrFun @Rapmonster @RBRNetwork1 @officialgumby @OrionSLU http://t.co/CwaAYwUwGl                                                                 It         0.92292    0.925538   -0.00261825
   4131  then there's this @HotNostrilsrFun @Rapmonster @RBRNetwork1 @officialgumby @OrionSLU http://t.co/CwaAYwUwGl                                                                 It         0.92292    0.925538   -0.00261825
   1886  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        4          0.9489     0.95153    -0.00263071
   1929  #np #NowPlaying #NowListening #Music  Of Dying On Your Birthday by #Senses Fail from the #album: #Let It E... http://t.co/UVua6B8dJW                                        4          0.9489     0.95153    -0.00263071
   6329  I was wrong when I thought I will find a way that doesn't lead 2 you                                                                                                        rewarding  0.923819   0.926458   -0.00263917
   4161  yeah English stop saying Jane's word                                                                                                                                        .          0.327357   0.330011   -0.00265375
   4172  yeah English stop saying Jane's word                                                                                                                                        .          0.327357   0.330011   -0.00265375
   4192  yeah English stop saying Jane's word                                                                                                                                        .          0.327357   0.330011   -0.00265375
   7712  @sophiaqualquer what for ? waste of time...:)                                                                                                                               is         0.933166   0.93582    -0.00265425
   8235  I liked a @YouTube video from @jdfromny206 http://t.co/oeb8mtMIpj WWE 2K15 (PS4) My Career Mode Ep: #12: "TRIPLE THREAT" | WWE 2K15                                         G          0.944003   0.94666    -0.00265676
   2453  #Big #match #verdict: Tottenham's #Chelsea #loss #was  #another #dark #night #at #the ...: There was no end to... http://t.co/ozmBpRPR95                                    lot        0.91117    0.913828   -0.00265783
   2648  Day 9 "something your reading" #decemberchallenge #lovehistory#lovenonfiction..:white_heavy_check_mark: @ Our Cosy House http://t.co/zPXG1tou3o                             scores     0.902609   0.905276   -0.00266725
    184  Are you excited for the new #Blackberry #Classic #smartphone? Check out this article by @engadget: http://t.co/k4FId6DpR4                                                   me         0.944361   0.947028   -0.00266731
   1763  somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka                                   ate        0.957127   0.959795   -0.00266814
   6720  Tomorrow's afternoon #NFL sked in #PanamaCity area: WECP 12p #KCvsPIT, 3:25p #INDvsDAL; WPGX 12p #ATLvsNO.                                                                  why        0.958695   0.961364   -0.00266922
   3019  Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs                                   It         0.914864   0.917534   -0.00267005
   3027  Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs                                   It         0.914864   0.917534   -0.00267005
   7306  Listening to the rain in bed #Peacefull :umbrella_with_rain_drops:️:splashing_sweat_symbol::droplet::splashing_sweat_symbol:                                                 't         0.752274   0.754949   -0.00267565
   6530  @SheikhLarki try Naheed akhtar & nayyara noor too. gOLD stash.                                                                                                              in         0.968213   0.970894   -0.00268102
   1832  somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka                                   scream     0.957127   0.959809   -0.00268179
    832  @iamgiant would wear this #proudly... size #NZ hahaha                                                                                                                       why        0.942318   0.945001   -0.00268239
   2114  @Ego_Gets_Dollas @DBrooks55 Kick Raiola out of the league. #Scumbag #RepeatOffender #OneGameIsNotEnough                                                                     in         0.925311   0.928002   -0.00269109
   5827  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              get        0.887914   0.890608   -0.00269359
   2027  @Ego_Gets_Dollas @DBrooks55 Kick Raiola out of the league. #Scumbag #RepeatOffender #OneGameIsNotEnough                                                                     ay         0.925311   0.928013   -0.00270236
   2043  @Ego_Gets_Dollas @DBrooks55 Kick Raiola out of the league. #Scumbag #RepeatOffender #OneGameIsNotEnough                                                                     ay         0.925311   0.928013   -0.00270236
   2953  Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs                                   for        0.914864   0.917567   -0.00270265
   3938  A SMILE is a smile is a smile is a smile is a SMILE IS A MILLION PEOPLE STARING AT YOUR PISSED PANTS MANIC LAUGHTER smile                                                   reduced    0.846795   0.849498   -0.00270319
    894  @iamgiant would wear this #proudly... size #NZ hahaha                                                                                                                       from       0.942318   0.945037   -0.00271863
   5759  #Fears #for #female #Saudi #activist as #detention for #driving a #car is #extended http://t.co/kXKPawBJx1 via @guardian                                                    listen     0.780365   0.783085   -0.00272071
   3047  @BillfromBendigo You are no fun at all!                                                                                                                                     @          0.816704   0.819425   -0.00272137
   3060  @BillfromBendigo You are no fun at all!                                                                                                                                     @          0.816704   0.819425   -0.00272137
   3093  @BillfromBendigo You are no fun at all!                                                                                                                                     @          0.816704   0.819425   -0.00272137
   3448  Is Khallilah Henriques NNN all there? She mostly sounds blonde,but this morning confirmed it#Ignorant on race relations#Articulate Minority.                                getting    0.904253   0.906978   -0.00272501
   5847  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              aw         0.887914   0.89064    -0.00272608
   2438  #Big #match #verdict: Tottenham's #Chelsea #loss #was  #another #dark #night #at #the ...: There was no end to... http://t.co/ozmBpRPR95                                    4          0.91117    0.913897   -0.00272673
   2481  #Big #match #verdict: Tottenham's #Chelsea #loss #was  #another #dark #night #at #the ...: There was no end to... http://t.co/ozmBpRPR95                                    4          0.91117    0.913897   -0.00272673
   1756  somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka                                   eye        0.957127   0.959861   -0.00273401
   2620  Day 9 "something your reading" #decemberchallenge #lovehistory#lovenonfiction..:white_heavy_check_mark: @ Our Cosy House http://t.co/zPXG1tou3o                             getting    0.902609   0.905347   -0.00273764
   4696  Uhhh can't sleep someone like n I'll text u my phones dry ass fuck fr #am  #a #boring#person                                                                                why        0.905874   0.908623   -0.00274879
   4329  Don't forget the true meaning of Christmas:person_with_folded_hands:                                                                                                        again      0.81587    0.818625   -0.00275469
   2951  Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs                                   !          0.914864   0.917619   -0.00275493
   6501  @SheikhLarki try Naheed akhtar & nayyara noor too. gOLD stash.                                                                                                              lot        0.968213   0.970974   -0.00276089
   3789  @jaketapper CA$H tweetin bout #BlackLivesMatter & #ICantBreathe ||NEWSvid- http://t.co/2667mS1bHz ||Start at http://t.co/GViBiZ4ZsH beatsEBT                                ont        0.785451   0.788219   -0.0027681
   7123  .@toppscards I couldn't find the letter in my binder, but I did find these! http://t.co/AZ68gH8y7v                                                                          feel       0.898051   0.900826   -0.00277466
   5809  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              user       0.887914   0.890692   -0.00277817
   5819  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              user       0.887914   0.890692   -0.00277817
   5829  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              user       0.887914   0.890692   -0.00277817
   5856  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              user       0.887914   0.890692   -0.00277817
   5861  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              user       0.887914   0.890692   -0.00277817
   4269  @CommunityMike what's the law for parking on a residential street, on the opposite side of the road facing the wrong direction? #curiosity                                  Isn        0.930713   0.933493   -0.00278038
   5876  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              the        0.887914   0.890703   -0.0027895
   1498  http://t.co/dPkkL6CjP5 #Landlord collects #Rent from #HoneyBees in #BeeHive ... #Bee #Honey #ItalianBees http://t.co/zpdngFWtJh                                             possible   0.594951   0.597741   -0.00279045
   2439  #Big #match #verdict: Tottenham's #Chelsea #loss #was  #another #dark #night #at #the ...: There was no end to... http://t.co/ozmBpRPR95                                    G          0.91117    0.913971   -0.00280142
   2025  @Ego_Gets_Dollas @DBrooks55 Kick Raiola out of the league. #Scumbag #RepeatOffender #OneGameIsNotEnough                                                                     Y          0.925311   0.928114   -0.00280374
   3441  Is Khallilah Henriques NNN all there? She mostly sounds blonde,but this morning confirmed it#Ignorant on race relations#Articulate Minority.                                Isn        0.904253   0.907058   -0.00280458
   1223  Just watched the last ever one tree hill. I'm an emotional wreck and it's not even 9 o'clock                                                                                messages   0.920399   0.923223   -0.00282472
    998  Knock knock #sketchy #dignity #smile #funtimes #brotherskeeper #whosonfirst #holiday #shenanigans... http://t.co/JFPPE1PMsP                                                 where      0.86823    0.871056   -0.00282621
   2681  @jerridsebesta my mom told me not to do it, but I'm fine                                                                                                                    user       0.940392   0.943229   -0.0028376
   2691  @jerridsebesta my mom told me not to do it, but I'm fine                                                                                                                    user       0.940392   0.943229   -0.0028376
   2701  @jerridsebesta my mom told me not to do it, but I'm fine                                                                                                                    user       0.940392   0.943229   -0.0028376
   2728  @jerridsebesta my mom told me not to do it, but I'm fine                                                                                                                    user       0.940392   0.943229   -0.0028376
   2733  @jerridsebesta my mom told me not to do it, but I'm fine                                                                                                                    user       0.940392   0.943229   -0.0028376
   1211  Just watched the last ever one tree hill. I'm an emotional wreck and it's not even 9 o'clock                                                                                ate        0.920399   0.923237   -0.00283843
   1244  Just watched the last ever one tree hill. I'm an emotional wreck and it's not even 9 o'clock                                                                                9          0.920399   0.92325    -0.00285107
   1287  Just watched the last ever one tree hill. I'm an emotional wreck and it's not even 9 o'clock                                                                                morning    0.920399   0.923252   -0.00285304
    383  @seanmendes69 on stage at #flzjingleball at the @amaliearena in #Tampa #iheartradio http://t.co/zcptj6S5qn                                                                  ate        0.953677   0.956533   -0.0028556
   6763  Tomorrow's afternoon #NFL sked in #PanamaCity area: WECP 12p #KCvsPIT, 3:25p #INDvsDAL; WPGX 12p #ATLvsNO.                                                                  G          0.958695   0.961551   -0.00285596
    854  @iamgiant would wear this #proudly... size #NZ hahaha                                                                                                                       possible   0.942318   0.94518    -0.00286174
   5873  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              nothing    0.887914   0.890776   -0.00286204
   5874  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              where      0.887914   0.890783   -0.00286925
   5627  @UoCDisSupp @DuchenneNow @ActionDuchenne @Duchenne_Heroes I'm off to visit great-nephew very ill, only 20  fair                                                             ate        0.977764   0.980639   -0.00287539
   1013  Gah! Desperately trying to bust this cold!                                                                                                                                  Y          0.966246   0.969125   -0.00287884
   2956  Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs                                   y          0.914864   0.91775    -0.00288534
   6351  @ManuclearBomb Players are penalized for not playing defense as you're aware. David Ortiz barely above average in '14 based on WAR.                                         ay         0.89215    0.895051   -0.00290078
   6367  @ManuclearBomb Players are penalized for not playing defense as you're aware. David Ortiz barely above average in '14 based on WAR.                                         ay         0.89215    0.895051   -0.00290078
   6769  Tomorrow's afternoon #NFL sked in #PanamaCity area: WECP 12p #KCvsPIT, 3:25p #INDvsDAL; WPGX 12p #ATLvsNO.                                                                  pm         0.958695   0.9616     -0.00290495
   7341  Listening to the rain in bed #Peacefull :umbrella_with_rain_drops:️:splashing_sweat_symbol::droplet::splashing_sweat_symbol:                                                 rewarding  0.752274   0.755184   -0.00291026
   1506  http://t.co/dPkkL6CjP5 #Landlord collects #Rent from #HoneyBees in #BeeHive ... #Bee #Honey #ItalianBees http://t.co/zpdngFWtJh                                             member     0.594951   0.597868   -0.00291699
   1149  #MIley #Cyrus #Is  #The #Bad #Influence – Sources Say Patrick Schwarzenegger Is!: Miley Cyrus has been dating... http://t.co/JVzDU6PRtf                                     lectures   0.835341   0.838279   -0.00293803
   1153  #MIley #Cyrus #Is  #The #Bad #Influence – Sources Say Patrick Schwarzenegger Is!: Miley Cyrus has been dating... http://t.co/JVzDU6PRtf                                     lectures   0.835341   0.838279   -0.00293803
   7272  Listening to the rain in bed #Peacefull :umbrella_with_rain_drops:️:splashing_sweat_symbol::droplet::splashing_sweat_symbol:                                                 why        0.752274   0.755215   -0.00294125
   5807  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              @          0.887914   0.890868   -0.00295448
   5820  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              @          0.887914   0.890868   -0.00295448
   5853  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              @          0.887914   0.890868   -0.00295448
   5332  Can't get over this very British weather! Remember to check under you cars and wheels for any small animals, they like to hide under cars :cat_face::dog_face:              's         0.939593   0.942564   -0.00297129
   1947  @knowonehome: It's really difficult not to bark back at my pms-ing daughter. When bae tweets about you <                                                                    ate        0.768262   0.771244   -0.00298178
   8787  @BlogOfErised so I gave up and am now heading for bed orz                                                                                                                   G          0.97272    0.975717   -0.00299734
   8886  Count Pushkin to End this fvckin night smh                                                                                                                                  d          0.948092   0.951091   -0.00299925
   6620  @HeyAmie @brad4word I have no idea why Brad would be in the doghouse...                                                                                                     's         0.930174   0.933199   -0.00302547
   5830  I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe                                                                              member     0.887914   0.890943   -0.00302911
   6401  @ManuclearBomb Players are penalized for not playing defense as you're aware. David Ortiz barely above average in '14 based on WAR.                                         pm         0.89215    0.895201   -0.00305146
   2591  Day 9 "something your reading" #decemberchallenge #lovehistory#lovenonfiction..:white_heavy_check_mark: @ Our Cosy House http://t.co/zPXG1tou3o                             ate        0.902609   0.905676   -0.0030669
   6825  EXO COMING SOON 2015||Better pray this is better with 10 members *sighs* But either way, obssessed fans would still be obssesed ._.                                         ont        0.914691   0.917786   -0.00309438
   5377  Photoset: leupagus: itsxandy: thefingerfuckingfemalefury: sevenpoints:  getting paid enough to put up... http://t.co/4MXvFgslSC                                             like       0.855002   0.858097   -0.00309533
   6199  Florida authorities say 1 police officer shot and killed http://t.co/DjcjLrbeRw #Florida #TarponSprings #TampaBay                                                           old        0.810814   0.813914   -0.00309914
